English,Tamil,Malayalam,Telugu,Hindi
proposed,முன்மொழியப்பட்டது,നിർദ്ദേശിച്ചു,ప్రతిపాదించారు,प्रस्तावित
myth,கட்டுக்கதை,കെട്ടുകഥ,పురాణం,मिथक
sophisticated,அதிநவீன,സങ്കീർണ്ണമായ,అధునాతనమైన,जटिल
cow,மாடு,പശു,ఆవు,गाय
etc,முதலியன,തുടങ്ങിയവ,మొదలైనవి,वगैरह
standing,நின்று,സ്റ്റാന്റിംഗ്,నిలబడి,खड़ा है
asleep,உறக்கத்தில்,ഉറങ്ങുന്നു,నిద్రపోతున్నాను,सो गया
tennis,டென்னிஸ்,ടെന്നീസ്,టెన్నిస్,टेनिस
nerve,நரம்பு,നാഡി,నరము,नस
barrel,பீப்பாய்,ബാരൽ,బారెల్,बैरल
bombing,குண்டுவீச்சு,ബോംബിംഗ്,బాంబు దాడి,बम विस्फोट
membership,உறுப்பினர்,അംഗത്വം,సభ్యత్వం,सदस्यता
ratio,விகிதம்,അനുപാതം,నిష్పత్తి,अनुपात
menu,பட்டியல்,മെനു,మెను,मेन्यू
controversial,சர்ச்சைக்குரிய,വിവാദമായ,వివాదాస్పదమైనది,विवादित
desperate,ஆற்றொணா,നിരാശനായ,తీరని,निराश
lifestyle,வாழ்க்கை,ജീവിതശൈലി,జీవనశైలి,जीवन शैली
humor,நகைச்சுவை,നർമ്മം,హాస్యం,हास्य
loud,உரத்த,ഉച്ചത്തിൽ,బిగ్గరగా,ऊँचा स्वर
glove,கையுறை,കയ്യുറ,చేతి తొడుగు,दस्ताना
sufficient,போதுமானது,മതിയായ,తగినంత,पर्याप्त
narrative,கதை,ആഖ്യാനം,కథనం,आख्यान
photographer,புகைப்படக்காரர்,ഫോട്ടോഗ്രാഫർ,ఫోటోగ్రాఫర్,फोटोग्राफर
helicopter,ஹெலிகாப்டர்,ഹെലികോപ്റ്റർ,హెలికాప్టర్,हेलीकॉप्टर
modest,சாதாரண,എളിമയുള്ള,నిరాడంబరమైన,मामूली
provider,வழங்குபவர்,ദാതാവ്,ప్రొవైడర్,प्रदाता
delay,தாமதம்,കാലതാമസം,ఆలస్యం,देरी
agricultural,விவசாய,കാർഷിക,వ్యవసాయ,कृषि
explode,வெடிக்கும்,പൊട്ടിത്തെറിക്കുക,పేలుడు,विस्फोट
stroke,பக்கவாதம்,സ്ട്രോക്ക്,స్ట్రోక్,आघात
scope,வாய்ப்பு,ഭാവിയുളള,పరిధిని,दायरा
punishment,தண்டனை,ശിക്ഷ,శిక్ష,दंड
handful,கைநிறைய,കൈ നിറയ,చేతినిండా,मुट्ठी
badly,மோசமாக,മോശമായി,చెడుగా,बुरी तरह
horizon,அடிவானம்,ചക്രവാളം,హోరిజోన్,क्षितिज
curious,ஆர்வமாக,കൗതുകകരമായ,ఆసక్తిగా,जिज्ञासु
downtown,டவுன்டவுன்,നഗരകേന്ദ്രം,డౌన్ టౌన్,शहर
girlfriend,காதலி,കാമുകി,ప్రియురాలు,दोस्त
prompt,உடனடியாக,പ്രോംപ്റ്റ്,ప్రాంప్ట్,तत्पर
cholesterol,கொலஸ்ட்ரால்,കൊളസ്ട്രോൾ,కొలెస్ట్రాల్,कोलेस्ट्रॉल
absorb,உறிஞ்சி,ആഗിരണം ചെയ്യുക,గ్రహిస్తాయి,अवशोषित करना
adjustment,சரிசெய்தல்,ക്രമീകരിക്കൽ,సర్దుబాటు,समायोजन
taxpayer,வரி செலுத்துபவர்,നികുതിദായകൻ,పన్ను చెల్లింపుదారు,करदाता
eager,ஆவலுடன்,ആകാംക്ഷയോടെ,ఆత్రుత,आतुर
principal,அதிபர்,പ്രിൻസിപ്പൽ,ప్రిన్సిపాల్,प्रधानाचार्य
detailed,விரிவான,വിശദമായ,వివరంగా,विस्तृत
motivation,முயற்சி,പ്രചോദനം,ప్రేరణ,प्रेरणा
assignment,பணி நியமனம்,നിയമനം,అప్పగింత,कार्यभार
restriction,கட்டுப்பாடு,നിയന്ത്രണവുമായി,పరిమితి,प्रतिबंध
laboratory,ஆய்வகம்,ലബോറട്ടറി,ప్రయోగశాల,प्रयोगशाला
workshop,பணிமனை,ശില്പശാല,వర్క్ షాప్,कार्यशाला
differently,வித்தியாசமாக,വ്യത്യസ്തമായി,భిన్నంగా,अलग ढंग से
auto,ஆட்டோ,ഓട്ടോ,దానంతట అదే,ऑटो
romantic,காதல்,റൊമാന്റിക്,శృంగార,प्रेम प्रसंगयुक्त
cotton,பருத்தி,പരുത്തി,పత్తి,कपास
motor,மோட்டார்,മോട്ടോർ,మోటార్,मोटर
sue,வழக்கு,കേസെടുക്കുക,దావా వేయండి,मुक़दमा चलाना
flavor,சுவை,രസം,రుచి,स्वाद
overlook,கவனிக்கவில்லை,അവഗണിക്കുക,పట్టించుకోవద్దు,ओवरलुक
float,மிதவை,ഫ്ലോട്ട്,తేలుతుంది,तैरना
undergo,உட்பட்டு,വിധേയമാവുക,చేయించుకుంటారు,गुज़रना
sequence,வரிசை,ക്രമം,క్రమం,अनुक्रम
demonstration,ஆர்ப்பாட்டம்,പ്രകടനം,ప్రదర్శన,प्रदर्शन
jet,ஜெட்,ജെറ്റ്,జెట్,जेट
orange,ஆரஞ்சு,ഓറഞ്ച്,నారింజ,नारंगी
consumption,நுகர்வு,ഉപഭോഗം,వినియోగం,उपभोग
assert,வலியுறுத்துகின்றனர்,ഉറപ്പിക്കുക,నొక్కిచెప్పండి,ज़ोर
blade,கத்தி,ബ്ലേഡ്,బ్లేడ్,ब्लेड
temporary,தற்காலிக,താൽക്കാലികം,తాత్కాలికమైన,अस्थायी
medication,மருந்து,മരുന്ന്,మందులు,दवाई
cabin,அறை,ചെറിയമുറി,క్యాబిన్,केबिन
